system:index,NDVI,aspect,clay_0_15,clay_30_60,elevation,om_0_15,slope,twi,.geo
0_0,0.18825164437294006,262.60527107823583,32.0,22.5,1697.0,-0.4099999964237213,7.168724060058594,10.851840026748281,"{""type"":""Point"",""coordinates"":[-107.92076173064734,38.85796254464936]}"
0_1,0.16979502141475677,96.83128824131063,33.0,21.5,1730.0,-0.5499999970197678,15.226272583007812,7.440788725263879,"{""type"":""Point"",""coordinates"":[-107.9378181309395,38.860156570221704]}"
0_2,0.18964719772338867,154.9612021737973,34.0,19.5,1871.0,-0.5499999970197678,11.118946075439453,7.766432301624352,"{""type"":""Point"",""coordinates"":[-107.9184331411315,38.88176154544125]}"
0_3,0.462056964635849,104.55002542754269,33.0,21.5,1697.0,-0.48000000417232513,7.343267917633057,8.188467281753383,"{""type"":""Point"",""coordinates"":[-107.93071226505779,38.8630153695397]}"
0_4,0.1562437266111374,254.6325870964157,33.0,21.5,1791.0,-0.48000000417232513,20.128129959106445,7.143264263896279,"{""type"":""Point"",""coordinates"":[-107.90577077678044,38.858542893158514]}"
0_5,0.43644532561302185,212.70161582635262,68.0,42.5,1693.0,0.2200000137090683,2.2033002376556396,13.701363336769054,"{""type"":""Point"",""coordinates"":[-107.91754503887434,38.850948316897146]}"
0_6,0.42754653096199036,180.0,68.0,42.5,1711.0,0.2200000137090683,3.704791784286499,11.441674947050197,"{""type"":""Point"",""coordinates"":[-107.91758296516745,38.86668903842715]}"
0_7,0.32047533988952637,139.4279238862491,33.0,21.5,1716.0,-0.4099999964237213,3.658153533935547,9.988041350986451,"{""type"":""Point"",""coordinates"":[-107.92119059145888,38.86912602835573]}"
0_8,0.13558141887187958,99.60771857952427,33.0,21.5,1800.0,-0.48000000417232513,25.871047973632812,6.8632310026703305,"{""type"":""Point"",""coordinates"":[-107.90046039849653,38.86097750028448]}"
0_9,0.43493032455444336,307.90787807774996,33.0,21.5,1702.0,-0.48000000417232513,3.0164172649383545,11.647702769956242,"{""type"":""Point"",""coordinates"":[-107.91970566207505,38.858277789021336]}"
0_10,0.44998568296432495,147.29492497414154,40.0,27.5,1703.0,-0.20000000298023224,2.203385591506958,11.962208824466392,"{""type"":""Point"",""coordinates"":[-107.9169617281433,38.86031556027919]}"
0_11,0.4265865683555603,212.70833198504698,68.0,42.5,1721.0,0.2200000137090683,2.2034659385681152,11.006660878851404,"{""type"":""Point"",""coordinates"":[-107.91593635026727,38.86914581509988]}"
0_12,0.27384302020072937,180.0,68.0,42.5,1687.0,0.2200000137090683,0.9274099469184875,13.03560864873469,"{""type"":""Point"",""coordinates"":[-107.92526670331243,38.85721261675933]}"
0_13,0.44890719652175903,97.39415758978538,33.0,21.5,1701.0,-0.48000000417232513,7.16926908493042,8.212705872547227,"{""type"":""Point"",""coordinates"":[-107.9308327941663,38.86348265099803]}"
0_14,0.20559248328208923,155.35469996281998,33.0,21.5,1883.0,-0.48000000417232513,14.000765800476074,7.528449748826055,"{""type"":""Point"",""coordinates"":[-107.91930403557188,38.88204456278246]}"
0_15,0.14731766283512115,180.0,33.0,21.5,1703.0,-0.13000000547617674,6.464860916137695,8.317109762279996,"{""type"":""Point"",""coordinates"":[-107.91617214855438,38.854978367745026]}"
0_16,0.1631326824426651,222.5373492526258,33.0,21.5,1832.0,-0.48000000417232513,8.742735862731934,9.39801524460547,"{""type"":""Point"",""coordinates"":[-107.9066126355161,38.87770136772993]}"
0_17,0.4127076268196106,180.0,33.0,21.5,1733.0,-0.48000000417232513,0.9274099469184875,10.263019926494911,"{""type"":""Point"",""coordinates"":[-107.92178241783931,38.87158223503122]}"
0_18,0.4400424063205719,139.43776368470859,71.0,40.5,1684.0,0.009999999776482582,3.6576173305511475,8.889576049737743,"{""type"":""Point"",""coordinates"":[-107.94035291031463,38.84433463761156]}"
0_19,0.1343362033367157,293.01514056536826,33.0,21.5,1839.0,-0.48000000417232513,13.951116561889648,7.532147160001699,"{""type"":""Point"",""coordinates"":[-107.90344203350759,38.85132827308313]}"
0_20,0.44788500666618347,180.0,68.0,42.5,1708.0,0.2200000137090683,1.8543341159820557,12.208930114916077,"{""type"":""Point"",""coordinates"":[-107.92004727715704,38.86635757457594]}"
0_21,0.15921607613563538,250.50941632275195,33.0,21.5,1863.0,-0.48000000417232513,13.635677337646484,7.555925102456465,"{""type"":""Point"",""coordinates"":[-107.90373768558585,38.86248952829745]}"
0_22,0.1308104693889618,209.71854588261195,33.0,21.5,1739.0,-0.48000000417232513,9.522954940795898,7.924774423682518,"{""type"":""Point"",""coordinates"":[-107.90895977831826,38.86653607898022]}"
0_24,0.3598378896713257,212.70120895129423,68.0,42.5,1681.0,0.2200000137090683,2.2032902240753174,13.804022040132764,"{""type"":""Point"",""coordinates"":[-107.92516232429777,38.84968040073252]}"
0_25,0.43957066535949707,212.70405747346834,68.0,42.5,1686.0,0.2200000137090683,2.2033605575561523,11.699855932856948,"{""type"":""Point"",""coordinates"":[-107.93097506137316,38.857599866109496]}"
