"latitude","longitude"
38.2269729593576,-108.061304286612
38.233537749466,-108.121346962183
38.2252207413658,-108.109818901578
38.2326958205145,-108.107264245964
38.2492079449373,-108.061680881469
38.235559480291,-108.049135520078
38.2427775716789,-108.079582287305
38.2498639600795,-108.073197850217
38.2110311342766,-108.089980347204
38.2276842568742,-108.046591301906
38.2298626911152,-108.06063597887
38.2383549792201,-108.07247741882
38.2317702175711,-108.078421553148
38.2309704971921,-108.046066848903
38.2564672203836,-108.118981546828
38.2261422135574,-108.056575756792
38.2584319588584,-108.086945850165
38.250341187264,-108.066377117484
38.2343559798946,-108.11840678142
38.2055570705284,-108.025945203018
38.2302929287204,-108.083640357951
38.219870624043,-108.028659711229
38.2206724249464,-108.0626050645
38.2175120573892,-108.068543881625
38.2544798686305,-108.075729584543
38.2408085486915,-108.097597553842
38.2527855085743,-108.099577822176
38.2040050869364,-108.049298989912
38.2389596387763,-108.065969479586
38.2486347396044,-108.082800561142
38.2153833910784,-108.08616293438
38.2517476906402,-108.090001475518
38.2132218333812,-108.091206760306
38.2120554778391,-108.018709592115
38.2357514749882,-108.089236436694
38.2140546571451,-108.024808872925
38.2582774308383,-108.106929780424
38.2574944379772,-108.092926606108
38.2485138622833,-108.112804495893
38.2208948817725,-108.044503597205
38.2648887923257,-108.08777752448
38.2419439486206,-108.05932970364
38.2068537694118,-108.044972795034
38.2621614745707,-108.11296637197
38.2475486481892,-108.054496471845
38.2588228289071,-108.11528129812
38.2553643791855,-108.091015917118
38.2203991619688,-108.031917816867
38.2257304725324,-108.069231464121
38.2208651177017,-108.093015502416
38.2118102215168,-108.092902368767
38.254152026873,-108.110789255041
38.261256740936,-108.089402405674
38.2140990077143,-108.067117342239
38.2155902536282,-108.032398308149
38.2137081214217,-108.088079039736
38.2168063326277,-108.007381844493
38.2564598571837,-108.105216383305
38.2297637258037,-108.080323528394
38.2446936022712,-108.100753794408
38.2504032557786,-108.120374182874
38.2483344538827,-108.087226329146
38.2365338387785,-108.07804467092
38.2237867352395,-108.036164708192
38.2507412886885,-108.08203642054
38.2430590500716,-108.103199677731
38.2298306634769,-108.087682596132
38.2480080630354,-108.101722913672
38.2516891875768,-108.074859867172
38.2403428963931,-108.06100663695
38.2537589577367,-108.072685105736
38.2097144834297,-108.054718707313
38.2571277549473,-108.093449084529
38.2169791573916,-108.017741988979
38.2408032096115,-108.110299698077
38.2139777678658,-108.091120200924
38.2391711748918,-108.089574640663
38.2481716358031,-108.049365296044
38.2210455191084,-108.002990826945
38.2300315611725,-108.092550980147
38.2619213185586,-108.096071508012
38.2561986983425,-108.091074017367
38.2499303754109,-108.105637289407
38.2176233312856,-108.026193918288
38.2620634824701,-108.110884300923
38.2176559680876,-108.031499226304
38.2353648494807,-108.118131890258
38.2442531262037,-108.068712493329
38.2151474376447,-108.015482777179
38.2165250619249,-108.01176474127
38.2426981379487,-108.087278217952
38.2298635774984,-108.077675561489
38.2054232159385,-108.056858523888
38.2464129326655,-108.11259630076
38.2607723058383,-108.091416856986
38.2120643794053,-108.029874819155
38.2564370825803,-108.085131272846
38.2531927650072,-108.099121081885
38.2395448967417,-108.10558550872
38.2518710708117,-108.093647282351
38.2201797686841,-108.092279676446
38.2310432262141,-108.072577520077
38.2569738645561,-108.117564707141
38.2308075521771,-108.063210986359
38.2591455865305,-108.083371548331
38.2377489895231,-108.052645670253
38.2417883657704,-108.045793305231
38.2521840801344,-108.099748060269
38.219918113966,-108.018164741731
38.2239126442133,-108.037819910007
38.2485778504643,-108.097234480057
38.2217504061533,-108.04455267928
38.2226370783555,-108.098363834393
38.2386857706054,-108.103642444608
38.2248211904948,-108.064320565054
38.2658533272545,-108.09860918651
38.2212447992712,-108.071964121046
38.2214195356469,-108.065431352876
38.2555163897201,-108.110394611141
38.2137679346997,-108.088372757988
38.2514363714503,-108.084965886988
38.2571635549832,-108.09400745414
38.2373479749429,-108.077857704924
38.223528547653,-108.040132454541
38.2608289381397,-108.104508019987
38.2517454546524,-108.097905890494
38.2308637525665,-108.057745747762
38.2104536381278,-108.053770233275
38.24571805278,-108.075662387973
38.2320149800044,-108.07512681886
38.2573330490998,-108.090647741459
38.2359264767417,-108.047506328155
38.2200793131631,-108.036819406453
38.2258962984829,-108.107155640021
38.2107302153498,-108.025435163448
38.254648337523,-108.120012577233
38.2292956112883,-108.111112723197
38.2488759646388,-108.063943059176
38.2182657059639,-108.040332883363
38.2604751848383,-108.100184208796
38.2353855121186,-108.057507189945
38.2044892437766,-108.056219106619
38.214042834184,-108.034523449105
38.2594258426626,-108.091384919008
38.2516038552275,-108.098576092944
38.2589107583315,-108.080236330823
38.2223507056135,-108.044795644056
38.236630155713,-108.075761828205
38.2658280934147,-108.089750720963
38.2086059688723,-108.03739901511
38.2292910191908,-108.049105785774
38.2157973465048,-108.018225421533
38.2260079784884,-108.106814306036
38.2447213109962,-108.055655892654
38.2136461400023,-108.024784449252
38.2512279862676,-108.065591721506
38.2357970933398,-108.10488161349
38.2495175494727,-108.084475595643
38.2255947087017,-108.061811138301
38.2195084228216,-108.037627927978
38.241888177927,-108.069742257509
38.2489474475884,-108.066008761681
38.2152448140791,-108.005318152847
38.2602336000703,-108.102272196269
38.2561549318385,-108.093246077636
38.2594737942034,-108.10818110996
38.2384920053489,-108.047201423809
38.2562778403956,-108.113128699971
38.2540739499481,-108.085083895256
38.2160474637844,-108.015076623637
38.2093421337824,-108.055714952621
38.2423964092199,-108.062523083219
38.2182631654023,-108.070319955132
38.2165800456219,-108.043587148824
38.2063954070363,-108.068887485537
38.2220076899338,-108.093307640129
38.2185844050323,-108.038143213021
38.2175879579301,-108.059509829635
38.2097338803207,-108.090826891365
38.2329783625389,-108.080836973055
38.2192317079932,-108.031271716974
38.2085922987289,-108.041303999371
38.2461137360239,-108.063169701977
38.2530471535994,-108.097510570187
38.2339508395605,-108.045962685748
38.2360756233088,-108.080924757162
38.2057391031523,-108.058080746306
38.2600909204308,-108.109032109671
38.219770397848,-108.078725393614
38.2053072750928,-108.052541068142
38.2171199453611,-108.02525486245
38.2529461454602,-108.120463880674
38.2411891923714,-108.058551704571
38.239609476384,-108.085489920794
38.2532495373844,-108.087738057968
38.2484438525786,-108.068007525884
38.2581223053516,-108.113650722801
38.2118495565511,-108.043255966448
38.2407671192638,-108.077480767698
38.2202312787026,-108.057723224282
38.2274185321391,-108.054564366705
38.2301789832836,-108.076268482378
38.256210892035,-108.104577573838
38.2310210291248,-108.119022298607
38.2389299578013,-108.092831724033
38.2156797542763,-108.046107252049
38.2581434128486,-108.090307645951
38.2148909971567,-108.016438278197
38.2304902424316,-108.046423543745
38.2538647949742,-108.121378097126
38.2556261091783,-108.097699907776
38.2433445540073,-108.050299509229
38.2237270194906,-108.084844732685
38.2453825615443,-108.080821063603
38.2528560757206,-108.110287479312
38.2228207782089,-108.061828244742
38.2246506765745,-108.065411701374
38.2074882644913,-108.033079835765
38.258658989739,-108.108097157299
38.2477191055861,-108.116227245423
38.2581872794445,-108.115100184907
38.2341107418164,-108.065099459796
38.2192890482405,-108.003164161151
38.2205593904143,-108.077390343649
38.2508566041014,-108.103078210066
38.246837623091,-108.060792003098
38.2176493917698,-107.996530660754
38.2314477139441,-108.077409242455
38.2450861820269,-108.045204697182
38.2204309688659,-108.02156227967
38.2452563211325,-108.082344217004
38.2293084479848,-108.107571155517
38.2207334888908,-108.036493387166
38.2246513100439,-108.043356862416
38.2453832121745,-108.09737196868
38.243310995363,-108.052173885597
38.2053304784464,-108.060121438974
38.2339080891559,-108.110375223039
38.2561758772511,-108.118480811341
38.2333809037512,-108.04617641233
38.2563967343132,-108.076866241056
38.2472730490838,-108.091334413424
38.2487175411136,-108.077672138387
38.2181671221131,-108.053067838936
38.2194987468645,-107.99400381141
38.2562646200117,-108.098967842554
38.2457612662479,-108.082622473169
38.2646931721425,-108.097301279158
38.2461360326671,-108.083079646046
38.2306292779262,-108.044783932721
38.2376461091356,-108.107416409009
38.2363962606472,-108.089466179661
38.2170141024718,-108.084820584082
38.2624798032409,-108.096511390004
38.2357354125204,-108.059130377195
38.2453014779603,-108.084352190569
38.2118612780137,-108.093016813266
38.2433888171671,-108.104798337841
38.2402453052526,-108.059774942799
38.2227490410685,-108.060815127042
38.2241201629474,-108.076146564312
38.2304927285294,-108.064427286979
38.256780858241,-108.076934577745
38.2174330280854,-108.027986768323
38.2184558871202,-108.035735706984
38.2303059092531,-108.110804086786
38.2540895121244,-108.115582725163
38.2209849814109,-108.075417736103
38.2143546687748,-108.032536631271
38.2339417255917,-108.113674086232
38.2336989914669,-108.059476395807
38.2596009372859,-108.108684444974
38.2465362296804,-108.085341355373
38.2399056197543,-108.10198472757
38.2653730258007,-108.085530842579
38.2456727228637,-108.054157541554
38.2277992410539,-108.050482418835
38.2323941327099,-108.108591892104
38.2563403588297,-108.095167124279
38.2061315290615,-108.066857428033
38.2190212314644,-108.075214396607
38.2589185348133,-108.104325028962
38.2183234184485,-108.073539036311
38.2256800247025,-108.076263228709
38.2230494505374,-108.092076257018
38.2205456480637,-108.059863401701
38.2386541106799,-108.065550895345
38.2043766950048,-108.025502848423
38.216791746511,-108.051983024447
38.2229541630748,-108.073516304376
38.2412639326615,-108.084111410889
38.2122386475995,-108.055135743809
38.2356414314947,-108.093649791007
